SEASON,TEAM_ID,TEAM_NAME,GP,W,L,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,TOV,OFF_RATING,DEF_RATING,NET_RATING,PACE,EFG_PCT,TS_PCT
2016-17,1610612740,New Orleans Pelicans,82,34,48,104.3,39.1,87.0,0.45,9.4,26.8,0.35,16.7,22.3,12.9,104.7,106.8,-2.1,98.56,0.504,0.539
2016-17,1610612752,New York Knicks,82,31,51,104.3,39.6,88.5,0.447,8.6,24.7,0.348,16.6,21.1,13.9,107.1,110.7,-3.6,96.63,0.496,0.534
2016-17,1610612760,Oklahoma City Thunder,82,47,35,106.6,39.5,87.4,0.452,8.4,25.8,0.327,19.2,25.8,15.0,107.9,107.1,0.8,98.18,0.5,0.54
2016-17,1610612753,Orlando Magic,82,29,53,101.1,38.3,87.0,0.44,8.5,26.1,0.328,16.0,21.4,13.3,103.7,110.3,-6.5,96.9,0.489,0.524
2016-17,1610612755,Philadelphia 76ers,82,28,54,102.4,37.7,85.3,0.442,10.1,29.8,0.34,17.0,22.0,16.7,102.7,108.2,-5.5,99.07,0.501,0.539
2016-17,1610612756,Phoenix Suns,82,24,58,107.7,39.9,88.5,0.45,7.5,22.6,0.332,20.4,26.3,15.4,106.1,111.3,-5.2,100.85,0.493,0.538
2016-17,1610612757,Portland Trail Blazers,82,41,41,107.9,39.5,86.1,0.459,10.4,27.7,0.375,18.5,23.7,13.7,109.4,110.0,-0.6,97.38,0.52,0.559
2016-17,1610612758,Sacramento Kings,82,32,50,102.8,37.9,82.1,0.461,9.0,23.9,0.376,18.1,23.3,14.6,106.6,110.8,-4.2,95.42,0.516,0.556
2016-17,1610612759,San Antonio Spurs,82,61,21,105.3,39.3,83.7,0.469,9.2,23.5,0.391,17.6,22.0,13.4,110.3,102.9,7.4,94.86,0.524,0.564
2016-17,1610612761,Toronto Raptors,82,51,31,106.9,39.2,84.4,0.464,8.8,24.3,0.363,19.7,24.7,12.7,111.4,107.1,4.3,95.41,0.517,0.561
2016-17,1610612762,Utah Jazz,82,51,31,100.7,37.0,79.5,0.466,9.6,26.0,0.372,17.1,22.9,13.6,109.0,104.7,4.3,92.09,0.526,0.563
2016-17,1610612764,Washington Wizards,82,49,33,109.2,41.3,87.0,0.475,9.2,24.8,0.372,17.3,22.1,14.2,110.4,108.8,1.7,97.94,0.528,0.564
2017-18,1610612737,Atlanta Hawks,82,24,58,103.4,38.2,85.5,0.446,11.2,31.0,0.36,15.8,20.2,15.5,104.4,110.1,-5.7,98.76,0.512,0.547
2017-18,1610612738,Boston Celtics,82,55,27,104.0,38.3,85.1,0.45,11.5,30.4,0.377,16.0,20.7,14.0,106.8,103.2,3.6,96.75,0.518,0.552
2017-18,1610612751,Brooklyn Nets,82,28,54,106.6,38.2,86.8,0.441,12.7,35.7,0.356,17.4,22.6,15.2,106.1,109.7,-3.6,99.66,0.514,0.551
2017-18,1610612766,Charlotte Hornets,82,36,46,108.2,39.0,86.7,0.45,10.0,27.2,0.369,20.2,27.0,12.7,109.0,109.0,-0.1,98.66,0.508,0.549
2017-18,1610612741,Chicago Bulls,82,27,55,102.9,38.7,88.8,0.435,11.0,31.1,0.355,14.6,19.2,14.0,103.4,110.5,-7.0,98.65,0.497,0.529
2017-18,1610612739,Cleveland Cavaliers,82,50,32,110.9,40.4,84.8,0.476,12.0,32.1,0.372,18.1,23.3,13.7,112.0,111.1,1.0,98.72,0.547,0.584
2017-18,1610612742,Dallas Mavericks,82,24,58,102.3,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,12.3,105.4,108.4,-2.9,96.53,0.513,0.544
2017-18,1610612743,Denver Nuggets,82,46,36,110.0,40.7,86.6,0.47,11.5,30.9,0.371,17.1,22.3,15.0,111.4,110.0,1.4,97.69,0.536,0.57
2017-18,1610612765,Detroit Pistons,82,39,43,103.8,39.1,86.9,0.45,10.8,28.9,0.373,14.7,19.8,13.4,106.6,106.7,-0.1,96.75,0.512,0.543
2017-18,1610612744,Golden State Warriors,82,58,24,113.5,42.8,85.1,0.503,11.3,28.9,0.391,16.6,20.3,15.4,112.8,106.8,5.9,100.35,0.569,0.603
2017-18,1610612745,Houston Rockets,82,65,17,112.4,38.7,84.2,0.46,15.3,42.3,0.362,19.6,25.1,13.8,114.1,105.7,8.4,98.02,0.551,0.59
2017-18,1610612754,Indiana Pacers,82,48,34,105.6,40.8,86.4,0.472,9.0,24.5,0.369,14.9,19.2,13.3,108.5,107.3,1.3,96.84,0.525,0.557
2017-18,1610612746,LA Clippers,82,42,40,109.0,40.3,85.4,0.471,9.5,26.8,0.354,19.0,25.5,14.7,109.4,109.2,0.2,99.54,0.527,0.564
2017-18,1610612747,Los Angeles Lakers,82,35,47,108.1,40.7,88.4,0.461,10.0,29.1,0.345,16.6,23.3,15.8,106.0,107.3,-1.3,100.9,0.517,0.548
2017-18,1610612763,Memphis Grizzlies,82,22,60,99.3,36.7,82.8,0.444,9.2,26.2,0.352,16.6,21.1,15.0,103.6,110.4,-6.8,95.65,0.5,0.539
2017-18,1610612748,Miami Heat,82,44,38,103.4,38.8,85.3,0.455,11.0,30.6,0.36,14.7,19.5,14.4,106.2,105.8,0.4,96.1,0.52,0.551
2017-18,1610612749,Milwaukee Bucks,82,44,38,106.5,39.7,83.0,0.478,8.8,24.7,0.355,18.3,23.4,13.8,109.0,109.1,-0.2,97.03,0.531,0.571
2017-18,1610612750,Minnesota Timberwolves,82,47,35,109.5,41.0,86.1,0.476,8.0,22.5,0.357,19.4,24.1,12.5,112.5,110.2,2.3,96.75,0.523,0.566
2017-18,1610612740,New Orleans Pelicans,82,48,34,111.7,42.7,88.3,0.483,10.2,28.2,0.362,16.1,20.9,14.9,108.5,107.4,1.1,101.48,0.541,0.573
2017-18,1610612752,New York Knicks,82,29,53,104.5,40.7,87.7,0.464,8.2,23.3,0.352,14.9,19.0,14.7,106.3,109.7,-3.4,97.64,0.51,0.544
2017-18,1610612760,Oklahoma City Thunder,82,48,34,107.9,39.9,88.1,0.453,10.7,30.4,0.354,17.3,24.2,14.0,110.1,106.4,3.7,97.34,0.514,0.546
2017-18,1610612753,Orlando Magic,82,25,57,103.4,38.8,85.9,0.452,10.3,29.3,0.351,15.5,20.5,14.5,104.7,109.4,-4.7,98.58,0.512,0.545
2017-18,1610612755,Philadelphia 76ers,82,52,30,109.8,40.8,86.6,0.472,11.0,29.8,0.369,17.1,22.8,16.5,108.5,103.9,4.6,100.75,0.535,0.568
2017-18,1610612756,Phoenix Suns,82,21,61,103.9,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,15.7,102.8,111.7,-9.0,101.14,0.495,0.532
2017-18,1610612757,Portland Trail Blazers,82,49,33,105.6,39.3,87.0,0.452,10.3,28.1,0.366,16.7,20.9,13.5,108.4,105.7,2.7,97.11,0.511,0.549
2017-18,1610612758,Sacramento Kings,82,27,55,98.8,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,13.7,103.1,110.4,-7.3,95.5,0.502,0.529
2017-18,1610612759,San Antonio Spurs,82,47,35,102.7,39.0,85.4,0.457,8.5,24.1,0.352,16.1,20.9,13.1,107.1,104.1,3.0,95.7,0.507,0.543
2017-18,1610612761,Toronto Raptors,82,59,23,111.7,41.3,87.4,0.472,11.8,33.0,0.358,17.3,21.8,13.4,113.0,105.3,7.7,98.02,0.539,0.575
2017-18,1610612762,Utah Jazz,82,48,34,104.1,38.3,82.9,0.462,10.8,29.6,0.366,16.8,21.5,14.7,107.4,103.0,4.4,96.58,0.527,0.564
2017-18,1610612764,Washington Wizards,82,43,39,106.6,39.9,85.6,0.467,9.9,26.5,0.375,16.8,21.8,14.6,108.1,107.7,0.4,97.67,0.525,0.56
2018-19,1610612737,Atlanta Hawks,82,29,53,113.3,41.4,91.8,0.451,13.0,37.0,0.352,17.6,23.4,17.0,107.5,113.1,-5.5,104.56,0.522,0.555
2018-19,1610612738,Boston Celtics,82,49,33,112.4,42.1,90.5,0.465,12.6,34.5,0.365,15.6,19.5,12.8,111.3,107.0,4.3,100.43,0.534,0.567
2018-19,1610612751,Brooklyn Nets,82,42,40,112.2,40.3,89.7,0.449,12.8,36.2,0.353,19.0,25.5,15.1,108.9,109.0,-0.1,101.52,0.52,0.556
2018-19,1610612766,Charlotte Hornets,82,39,43,110.7,40.2,89.8,0.448,11.9,33.9,0.351,18.4,23.1,12.2,110.7,112.0,-1.3,99.18,0.514,0.554
2018-19,1610612741,Chicago Bulls,82,22,60,104.9,39.8,87.9,0.453,9.1,25.9,0.351,16.2,20.7,14.1,104.5,112.8,-8.3,99.3,0.505,0.541
2018-19,1610612739,Cleveland Cavaliers,82,19,63,104.5,38.9,87.6,0.444,10.3,29.1,0.355,16.4,20.7,13.5,106.8,116.8,-10.0,97.37,0.503,0.54
2018-19,1610612742,Dallas Mavericks,82,33,49,108.9,38.8,86.9,0.447,12.5,36.6,0.34,18.8,25.3,14.2,108.7,110.1,-1.5,99.6,0.519,0.555
2018-19,1610612743,Denver Nuggets,82,54,28,110.7,41.9,90.0,0.466,11.0,31.4,0.351,15.8,20.9,13.4,112.1,108.1,4.0,98.49,0.527,0.558
2018-19,1610612765,Detroit Pistons,82,41,41,107.0,38.8,88.3,0.44,12.1,34.8,0.348,17.3,23.1,13.8,108.4,108.7,-0.3,97.88,0.509,0.544
2018-19,1610612744,Golden State Warriors,82,57,25,117.7,44.0,89.8,0.491,13.3,34.4,0.385,16.3,20.4,14.3,115.0,108.6,6.5,101.74,0.565,0.596
2018-19,1610612745,Houston Rockets,82,53,29,113.9,39.2,87.4,0.449,16.1,45.4,0.356,19.3,24.4,13.3,114.9,110.1,4.8,98.39,0.542,0.581
2018-19,1610612754,Indiana Pacers,82,48,34,108.0,41.3,87.0,0.475,9.5,25.4,0.374,15.8,21.1,13.7,109.4,106.0,3.4,98.64,0.53,0.561
2018-19,1610612746,LA Clippers,82,48,34,115.1,41.3,87.5,0.471,10.0,25.8,0.388,22.6,28.5,14.5,111.4,110.4,1.0,102.66,0.529,0.575
2018-19,1610612747,Los Angeles Lakers,82,37,45,111.8,42.6,90.5,0.47,10.3,31.0,0.333,16.3,23.3,15.7,107.4,108.9,-1.6,103.6,0.527,0.554
2018-19,1610612763,Memphis Grizzlies,82,33,49,103.5,38.0,84.4,0.45,9.9,28.9,0.342,17.7,23.0,14.0,105.6,108.0,-2.4,97.15,0.508,0.548
2018-19,1610612748,Miami Heat,82,39,43,105.7,39.6,88.0,0.45,11.3,32.4,0.349,15.1,21.7,14.7,106.7,107.1,-0.4,98.73,0.515,0.542
2018-19,1610612749,Milwaukee Bucks,82,60,22,118.1,43.4,91.1,0.476,13.5,38.2,0.353,17.9,23.2,13.9,113.5,104.9,8.6,103.57,0.55,0.583
2018-19,1610612750,Minnesota Timberwolves,82,36,46,112.5,41.6,91.3,0.456,10.1,28.7,0.351,19.1,24.3,13.1,110.6,112.2,-1.6,100.88,0.511,0.552
2018-19,1610612740,New Orleans Pelicans,82,33,49,115.4,43.7,92.2,0.473,10.3,29.9,0.344,17.8,23.4,14.8,110.7,112.0,-1.3,103.89,0.529,0.563
2018-19,1610612752,New York Knicks,82,17,65,104.6,38.2,88.3,0.433,10.0,29.5,0.34,18.1,23.9,14.0,104.0,112.9,-8.9,100.16,0.49,0.529
2018-19,1610612760,Oklahoma City Thunder,82,49,33,114.5,42.6,94.0,0.454,11.4,32.6,0.348,17.8,25.0,14.0,109.8,106.5,3.4,103.38,0.514,0.545
2018-19,1610612753,Orlando Magic,82,42,40,107.3,40.4,89.1,0.454,11.4,32.1,0.356,15.0,19.2,13.2,108.2,107.6,0.6,98.65,0.518,0.55
2018-19,1610612755,Philadelphia 76ers,82,51,31,115.2,41.5,88.2,0.471,10.8,30.2,0.359,21.2,27.5,14.9,111.6,109.0,2.6,102.59,0.532,0.574
2018-19,1610612756,Phoenix Suns,82,19,63,107.5,40.1,87.4,0.459,9.6,29.3,0.329,17.6,22.7,15.6,105.3,114.2,-8.9,101.15,0.514,0.552
2018-19,1610612757,Portland Trail Blazers,82,53,29,114.7,42.3,90.6,0.467,11.0,30.7,0.359,19.0,23.3,13.8,113.7,109.5,4.2,99.96,0.528,0.568
2018-19,1610612758,Sacramento Kings,82,39,43,114.2,43.2,93.1,0.464,11.3,29.9,0.378,16.5,22.7,13.4,109.6,110.8,-1.2,103.88,0.524,0.554
2018-19,1610612759,San Antonio Spurs,82,48,34,111.7,42.3,88.4,0.478,9.9,25.3,0.392,17.2,21.0,12.1,112.2,110.6,1.6,98.88,0.534,0.572
2018-19,1610612761,Toronto Raptors,82,58,24,114.4,42.2,89.1,0.474,12.4,33.8,0.366,17.7,22.0,14.0,112.6,106.8,5.8,100.51,0.543,0.579
2018-19,1610612762,Utah Jazz,82,50,32,111.7,40.4,86.4,0.468,12.1,34.0,0.356,18.8,25.5,15.1,110.3,105.3,5.0,100.84,0.538,0.572
2018-19,1610612764,Washington Wizards,82,32,50,114.0,42.1,90.1,0.468,11.3,33.3,0.341,18.4,23.9,14.1,110.2,112.9,-2.7,102.23,0.531,0.567
2019-20,1610612737,Atlanta Hawks,67,20,47,111.8,40.6,90.6,0.449,12.0,36.1,0.333,18.5,23.4,16.2,107.0,114.4,-7.4,103.28,0.515,0.554
2019-20,1610612738,Boston Celtics,72,48,24,113.7,41.3,89.6,0.461,12.6,34.5,0.364,18.6,23.2,13.8,112.8,106.5,6.3,99.92,0.531,0.57
2019-20,1610612751,Brooklyn Nets,72,35,37,111.8,40.4,90.3,0.448,13.1,38.1,0.343,17.9,24.1,15.3,108.7,109.2,-0.5,101.7,0.52,0.554
2019-20,1610612766,Charlotte Hornets,65,23,42,102.9,37.3,85.9,0.434,12.1,34.3,0.352,16.2,21.6,14.6,105.9,112.8,-7.0,96.24,0.504,0.539
2019-20,1610612741,Chicago Bulls,65,22,43,106.8,39.6,88.6,0.447,12.2,35.1,0.348,15.5,20.5,15.5,105.8,108.9,-3.1,100.46,0.515,0.547
2019-20,1610612739,Cleveland Cavaliers,65,19,46,106.9,40.3,87.9,0.458,11.2,31.8,0.351,15.1,19.9,16.5,106.9,114.8,-7.9,99.17,0.522,0.553
2019-20,1610612742,Dallas Mavericks,75,43,32,117.0,41.7,90.3,0.461,15.1,41.3,0.367,18.6,23.8,12.7,115.9,111.2,4.8,99.89,0.545,0.581
2019-20,1610612743,Denver Nuggets,73,46,27,111.3,42.0,88.9,0.473,11.0,30.6,0.359,16.2,20.9,13.8,112.6,110.4,2.2,97.64,0.535,0.567
2019-20,1610612765,Detroit Pistons,66,20,46,107.2,39.3,85.7,0.459,12.0,32.7,0.367,16.6,22.4,15.3,108.8,112.3,-3.5,97.86,0.529,0.561
2019-20,1610612744,Golden State Warriors,65,15,50,106.3,38.6,88.2,0.438,10.4,31.3,0.334,18.7,23.2,14.9,104.4,113.0,-8.6,101.04,0.497,0.54
2019-20,1610612745,Houston Rockets,72,44,28,117.8,40.8,90.4,0.451,15.6,45.3,0.345,20.6,26.1,14.7,112.5,109.8,2.7,104.04,0.537,0.578
2019-20,1610612754,Indiana Pacers,73,45,28,109.4,42.1,88.5,0.476,10.2,28.0,0.363,15.0,19.1,13.2,109.5,107.5,1.9,99.41,0.534,0.565
2019-20,1610612746,LA Clippers,72,49,23,116.3,41.6,89.2,0.466,12.4,33.5,0.371,20.8,26.3,14.6,113.3,106.9,6.3,102.16,0.535,0.577
2019-20,1610612747,Los Angeles Lakers,71,52,19,113.4,42.3,88.3,0.48,11.0,31.6,0.349,17.7,24.3,15.2,111.7,106.1,5.6,101.2,0.542,0.573
2019-20,1610612763,Memphis Grizzlies,73,34,39,112.6,42.5,90.9,0.468,10.9,31.5,0.347,16.6,21.8,15.2,108.7,109.7,-1.0,103.31,0.528,0.561
2019-20,1610612748,Miami Heat,73,44,29,112.0,39.5,84.4,0.468,13.4,35.4,0.379,19.7,25.2,14.9,111.9,109.3,2.7,98.7,0.547,0.587
2019-20,1610612749,Milwaukee Bucks,73,56,17,118.7,43.3,90.9,0.476,13.8,38.9,0.355,18.3,24.7,15.1,111.9,102.5,9.4,105.51,0.552,0.583
2019-20,1610612750,Minnesota Timberwolves,64,19,45,113.3,40.4,91.6,0.441,13.3,39.7,0.336,19.1,25.4,15.3,107.6,111.6,-4.0,103.94,0.514,0.551
2019-20,1610612740,New Orleans Pelicans,72,30,42,115.8,42.6,91.6,0.465,13.6,36.9,0.37,17.1,23.4,16.4,110.5,111.8,-1.3,103.89,0.539,0.568
2019-20,1610612752,New York Knicks,66,21,45,105.8,40.0,89.3,0.447,9.6,28.4,0.337,16.3,23.5,14.3,105.9,112.4,-6.5,99.11,0.501,0.531
2019-20,1610612760,Oklahoma City Thunder,72,44,28,110.4,40.0,85.5,0.468,10.7,30.2,0.355,19.8,24.8,13.7,110.1,108.1,2.1,99.42,0.53,0.573
2019-20,1610612753,Orlando Magic,73,33,40,107.3,39.3,88.6,0.444,11.1,32.2,0.343,17.6,22.7,12.8,107.9,109.2,-1.3,98.99,0.506,0.544
2019-20,1610612755,Philadelphia 76ers,73,43,30,110.7,41.1,87.9,0.468,11.6,31.6,0.368,16.9,22.4,14.2,110.7,108.4,2.3,99.59,0.534,0.566
2019-20,1610612756,Phoenix Suns,73,34,39,113.6,41.2,88.1,0.468,11.4,31.8,0.358,19.9,23.8,14.8,111.3,110.8,0.5,101.74,0.532,0.576
2019-20,1610612757,Portland Trail Blazers,74,35,39,115.0,42.2,91.2,0.463,12.9,34.1,0.377,17.7,22.1,12.8,113.2,114.3,-1.1,101.17,0.533,0.57
2019-20,1610612758,Sacramento Kings,72,31,41,110.1,40.9,88.4,0.462,12.7,34.9,0.364,15.7,20.3,14.5,109.5,111.4,-1.9,99.6,0.534,0.566
2019-20,1610612759,San Antonio Spurs,71,32,39,114.1,42.2,89.4,0.472,10.7,28.5,0.376,19.0,23.4,12.6,111.7,112.6,-0.9,101.14,0.531,0.572
2019-20,1610612761,Toronto Raptors,72,53,19,112.8,40.2,87.9,0.458,13.8,37.0,0.374,18.5,23.2,14.8,110.8,104.7,6.1,101.19,0.536,0.574
2019-20,1610612762,Utah Jazz,72,44,28,111.3,40.1,85.1,0.471,13.4,35.2,0.38,17.8,22.8,15.1,111.8,109.3,2.5,99.15,0.549,0.585
2019-20,1610612764,Washington Wizards,72,25,47,114.4,41.5,90.9,0.457,12.0,32.6,0.368,19.4,24.6,14.2,110.2,114.7,-4.5,103.38,0.523,0.562
2020-21,1610612737,Atlanta Hawks,72,41,31,113.7,40.8,87.2,0.468,12.4,33.4,0.373,19.7,24.2,13.2,114.3,112.1,2.2,98.68,0.539,0.581
2020-21,1610612738,Boston Celtics,72,36,36,112.6,41.5,88.9,0.466,13.6,36.4,0.374,16.1,20.8,14.1,113.1,111.8,1.2,98.94,0.543,0.574
2020-21,1610612751,Brooklyn Nets,72,48,24,118.6,43.1,87.3,0.494,14.2,36.1,0.392,18.1,22.5,13.5,117.3,113.1,4.2,100.27,0.575,0.61
2020-21,1610612766,Charlotte Hornets,72,33,39,109.5,39.9,87.8,0.455,13.7,37.0,0.369,15.9,20.9,14.8,110.1,112.0,-1.9,99.0,0.532,0.564
2020-21,1610612741,Chicago Bulls,72,31,41,110.7,42.2,88.6,0.476,12.6,34.0,0.37,13.8,17.5,15.1,110.4,111.5,-1.1,99.58,0.547,0.575
2020-21,1610612739,Cleveland Cavaliers,72,22,50,103.8,38.6,85.8,0.45,10.0,29.7,0.336,16.7,22.4,15.5,105.2,113.5,-8.3,97.96,0.508,0.543
2020-21,1610612742,Dallas Mavericks,72,42,30,112.4,41.1,87.3,0.47,13.8,38.1,0.362,16.5,21.2,12.1,114.6,112.3,2.3,97.94,0.55,0.582
2020-21,1610612743,Denver Nuggets,72,47,25,115.1,43.3,89.2,0.485,12.9,34.2,0.377,15.7,19.5,13.5,116.3,111.5,4.8,97.74,0.557,0.588
2020-21,1610612765,Detroit Pistons,72,20,52,106.6,38.7,85.6,0.452,11.6,32.9,0.351,17.8,23.4,14.9,107.6,112.2,-4.5,98.19,0.519,0.556
2020-21,1610612744,Golden State Warriors,72,39,33,113.7,41.3,88.2,0.468,14.6,38.7,0.376,16.6,21.1,15.0,110.5,109.4,1.1,102.81,0.551,0.583
2020-21,1610612745,Houston Rockets,72,17,55,108.8,39.3,88.5,0.444,13.8,40.6,0.339,16.5,22.3,14.7,107.0,114.4,-7.4,101.69,0.521,0.553
2020-21,1610612754,Indiana Pacers,72,34,38,115.3,43.3,91.2,0.474,12.3,34.0,0.364,16.4,20.7,13.5,111.9,111.9,0.1,102.05,0.542,0.575
2020-21,1610612746,LA Clippers,72,47,25,114.0,41.8,86.7,0.482,14.3,34.7,0.411,16.2,19.3,13.2,116.7,110.6,6.1,97.63,0.564,0.599
2020-21,1610612747,Los Angeles Lakers,72,42,30,109.5,40.6,86.1,0.472,11.1,31.2,0.354,17.2,23.3,15.2,109.8,106.8,2.9,98.85,0.536,0.569
2020-21,1610612763,Memphis Grizzlies,72,38,34,113.3,42.8,91.8,0.467,11.2,31.4,0.356,16.4,21.3,13.3,111.7,110.5,1.2,100.77,0.528,0.56
2020-21,1610612748,Miami Heat,72,40,32,108.1,39.2,83.7,0.468,12.9,36.2,0.358,16.7,21.1,14.1,110.6,110.7,-0.1,97.09,0.546,0.581
2020-21,1610612749,Milwaukee Bucks,72,46,26,120.1,44.7,91.8,0.487,14.4,37.1,0.389,16.2,21.4,13.8,116.5,110.7,5.8,102.85,0.566,0.593
2020-21,1610612750,Minnesota Timberwolves,72,23,49,112.1,40.7,90.9,0.448,13.1,37.6,0.349,17.6,23.1,14.3,109.3,114.5,-5.3,101.96,0.52,0.555
2020-21,1610612740,New Orleans Pelicans,72,31,41,114.6,42.5,89.1,0.477,10.6,30.4,0.348,19.0,26.1,14.6,113.0,113.3,-0.3,100.54,0.537,0.57
2020-21,1610612752,New York Knicks,72,41,31,107.0,39.4,86.5,0.456,11.8,30.0,0.392,16.4,20.9,12.9,110.2,107.8,2.4,96.32,0.524,0.559
2020-21,1610612760,Oklahoma City Thunder,72,22,50,105.0,38.8,88.0,0.441,11.9,35.1,0.339,15.5,21.3,16.1,102.8,113.4,-10.6,101.61,0.509,0.539
2020-21,1610612753,Orlando Magic,72,21,51,104.0,38.3,89.2,0.429,10.9,31.8,0.343,16.6,21.4,12.8,104.6,113.9,-9.3,99.17,0.49,0.527
2020-21,1610612755,Philadelphia 76ers,72,49,23,113.6,41.4,86.9,0.476,11.3,30.1,0.374,19.6,25.5,14.4,112.5,107.0,5.5,100.12,0.541,0.579
2020-21,1610612756,Phoenix Suns,72,51,21,115.3,43.3,88.3,0.49,13.1,34.6,0.378,15.6,18.7,12.5,116.3,110.4,5.9,98.0,0.564,0.597
